   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
   0    0.655414E-35    0.102138E-32
   1    0.422491E-20   -0.699739E-20
